Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2013-04-26,2013,Waterbury,67120.0,12100.0,Three Family,Triplex,6,4,,1.020333,South
2013-04-26,2013,Bridgeport,164450.0,127500.0,Single Family,Detached House,3,3,1063.0,1.020333,West
2013-04-27,2013,Bridgeport,169770.0,275000.0,Single Family,Detached House,3,2,1025.0,1.020333,South
2013-04-27,2013,,415270.0,500000.0,Single Family,Detached House,3,3,933.0,1.020333,West
2013-04-28,2013,Bridgeport,204070.0,127000.0,Three Family,Triplex,6,4,1813.0,1.020333,North
2013-04-29,2013,Waterbury,,56100.0,Single Family,Detached House,3,3,998.0,1.020333,North
2013-04-29,2013,Norwalk,264390.0,387500.0,Single Family,Detached House,3,3,990.0,1.020333,West
2013-04-29,2013,Norwalk,258720.0,46000.0,Three Family,Triplex,6,6,1988.0,1.020333,East
2013-05-02,2013,Bridgeport,,72000.0,?,Fourplex,8,7,2449.0,1.020333,North
2013-05-02,2013,Waterbury,,64900.0,Single Family,Detached House,3,2,1026.0,1.020333,South
2013-05-03,2013,Norwalk,513030.0,745000.0,Single Family,Detached House,3,3,1000.0,1.020333,South
2013-05-03,2013,Waterbury,,102000.0,Single Family,Detached House,3,2,918.0,1.020333,West
2013-05-03,2013,Bridgeport,145910.0,165000.0,?,Detached House,3,1,1045.0,1.020333,South
2013-05-04,2013,West Hartford,180000.0,240000.0,Single Family,Detached House,3,3,986.0,1.020333,North
2013-05-04,2013,Stamford,724940.0,925000.0,Single Family,Detached House,3,2,1049.0,1.020333,West
2013-05-05,2013,Bridgeport,176140.0,118730.0,?,Duplex,4,4,1252.0,1.020333,West
2013-05-06,2013,Waterbury,153070.0,144900.0,Single Family,Detached House,3,3,1027.0,1.020333,West
2013-05-09,2013,,,87500.0,Two Family,Duplex,4,4,1420.0,1.020333,West
2013-05-10,2013,Waterbury,91550.0,130500.0,Single Family,Detached House,3,2,989.0,1.020333,North
2013-05-13,2013,Stamford,513320.0,635000.0,?,Detached House,3,3,1029.0,1.020333,North
2013-05-13,2013,Waterbury,141730.0,37000.0,Three Family,Triplex,6,4,2091.0,1.020333,North
2013-05-13,2013,Waterbury,112210.0,85000.0,Single Family,Detached House,3,3,1008.0,1.020333,South
2013-05-16,2013,Bridgeport,123830.0,150000.0,Single Family,Detached House,3,2,1004.0,1.020333,West
2013-05-16,2013,Waterbury,132230.0,130000.0,Single Family,Detached House,3,2,971.0,1.020333,East
2013-05-16,2013,Stamford,391600.0,574000.0,?,Detached House,3,2,1008.0,1.020333,North
2013-05-17,2013,Norwalk,252420.0,277500.0,?,Detached House,3,2,970.0,1.020333,South
2013-05-17,2013,Waterbury,134710.0,87000.0,?,Triplex,6,5,2103.0,1.020333,North
2013-05-17,2013,Waterbury,205030.0,200000.0,Single Family,Detached House,3,3,1095.0,1.020333,North
2013-05-18,2013,Waterbury,142210.0,170000.0,Single Family,Detached House,3,1,1044.0,1.020333,South
2013-05-18,2013,Waterbury,100840.0,73500.0,Single Family,Detached House,3,1,935.0,1.020333,South
2013-05-18,2013,Norwalk,273280.0,313000.0,?,Detached House,3,1,,1.020333,East
2013-05-19,2013,Bridgeport,133470.0,110000.0,Two Family,Duplex,4,2,1227.0,1.020333,North
2013-05-19,2013,Bridgeport,331870.0,140000.0,?,Fourplex,8,8,2452.0,1.020333,West
2013-05-19,2013,Bridgeport,,55000.0,Single Family,Detached House,3,3,1080.0,1.020333,West
2013-05-20,2013,Stamford,499730.0,535000.0,?,Detached House,3,1,908.0,1.020333,West
2013-05-20,2013,Stamford,596640.0,740000.0,Single Family,Detached House,3,1,912.0,1.020333,West
2013-05-23,2013,West Hartford,287500.0,472000.0,Single Family,Detached House,3,1,1014.0,1.020333,South
2013-05-23,2013,,144960.0,6600.0,?,Triplex,6,5,1866.0,1.020333,South
2013-05-23,2013,Norwalk,317240.0,438000.0,?,Detached House,3,3,1071.0,1.020333,West
2013-05-24,2013,West Hartford,125300.0,180000.0,Single Family,Detached House,3,1,986.0,1.020333,East
2013-05-24,2013,Bridgeport,183000.0,143000.0,?,Duplex,4,2,1369.0,1.020333,East
2013-05-24,2013,Waterbury,,125000.0,Single Family,Detached House,3,3,985.0,1.020333,West
2013-05-25,2013,Norwalk,271670.0,410000.0,Two Family,Duplex,4,4,1487.0,1.020333,East
2013-05-26,2013,Bridgeport,,220000.0,Three Family,Triplex,6,6,2012.0,1.020333,West
2013-05-26,2013,Stamford,,725000.0,Single Family,Detached House,3,1,1099.0,1.020333,South
2013-05-26,2013,Bridgeport,164360.0,78000.0,Three Family,Triplex,6,5,,1.020333,South
2013-05-26,2013,Waterbury,73220.0,20200.0,Single Family,Detached House,3,2,1078.0,1.020333,West
2013-05-27,2013,Stamford,366860.0,555000.0,Single Family,Detached House,3,2,916.0,1.020333,North
2013-05-27,2013,Norwalk,242410.0,237000.0,Single Family,Detached House,3,3,996.0,1.020333,North
2013-05-27,2013,,302630.0,226000.0,?,Duplex,4,3,1238.0,1.020333,East
2013-05-27,2013,Stamford,,576000.0,Single Family,Detached House,3,3,1092.0,1.020333,West
2013-05-31,2013,West Hartford,155700.0,120500.0,Three Family,Triplex,6,5,1865.0,1.020333,South
2013-05-31,2013,Stamford,377410.0,530000.0,Single Family,Detached House,3,1,1042.0,1.020333,East
2013-05-31,2013,Bridgeport,137140.0,155000.0,Single Family,Detached House,3,2,979.0,1.020333,South
2013-05-31,2013,Bridgeport,,165000.0,Three Family,Triplex,6,4,1906.0,1.020333,East
2013-05-31,2013,Stamford,385950.0,538900.0,Single Family,Detached House,3,1,923.0,1.020333,West
2013-05-31,2013,Bridgeport,169870.0,225000.0,Two Family,Duplex,4,2,1205.0,1.020333,East
2013-06-01,2013,Stamford,404100.0,500000.0,Single Family,Detached House,3,2,964.0,1.020333,West
2013-06-01,2013,,,379000.0,Single Family,Detached House,3,3,,1.020333,East
2013-06-01,2013,Norwalk,578760.0,690000.0,Single Family,Detached House,3,2,,1.020333,West
2013-06-01,2013,,185000.0,315000.0,?,Detached House,3,1,1029.0,1.020333,South
2013-06-01,2013,Waterbury,130450.0,159900.0,?,Detached House,3,2,1034.0,1.020333,South
2013-06-02,2013,Stamford,295790.0,299000.0,Single Family,Detached House,3,3,,1.020333,East
2013-06-02,2013,Norwalk,792190.0,1100000.0,?,Detached House,3,2,,1.020333,North
2013-06-02,2013,Stamford,341590.0,294500.0,Single Family,Detached House,3,2,1071.0,1.020333,West
2013-06-03,2013,Waterbury,117900.0,41028.0,Two Family,Duplex,4,4,1418.0,1.020333,South
2013-06-06,2013,Bridgeport,138440.0,120000.0,Three Family,Triplex,6,5,1903.0,1.020333,North
2013-06-06,2013,Bridgeport,111800.0,150000.0,Single Family,Detached House,3,2,941.0,1.020333,East
2013-06-06,2013,West Hartford,312900.0,412000.0,Single Family,Detached House,3,3,1020.0,1.020333,West
2013-06-06,2013,Bridgeport,189580.0,91000.0,Two Family,Duplex,4,2,1248.0,1.020333,North
2013-06-06,2013,Stamford,423070.0,463750.0,?,Duplex,4,2,1407.0,1.020333,West
2013-06-06,2013,Bridgeport,,104000.0,Single Family,Detached House,3,1,913.0,1.020333,West
2013-06-07,2013,Waterbury,,220000.0,Single Family,Detached House,3,3,1088.0,1.020333,North
2013-06-08,2013,West Hartford,146200.0,237000.0,?,Detached House,3,3,1034.0,1.020333,West
2013-06-09,2013,Norwalk,422800.0,545000.0,?,Detached House,3,2,945.0,1.020333,East
2013-06-10,2013,Waterbury,117360.0,98500.0,?,Detached House,3,1,948.0,1.020333,West
2013-06-10,2013,Waterbury,156380.0,165000.0,Single Family,Detached House,3,2,1092.0,1.020333,East
2013-06-13,2013,,100650.0,28000.0,Three Family,Triplex,6,5,2145.0,1.020333,West
2013-06-13,2013,,111470.0,35000.0,Three Family,Triplex,6,6,1802.0,1.020333,North
2013-06-13,2013,Bridgeport,168120.0,151500.0,Single Family,Detached House,3,2,963.0,1.020333,North
2013-06-14,2013,West Hartford,177300.0,57500.0,Single Family,Detached House,3,3,1056.0,1.020333,North
2013-06-14,2013,,205330.0,200000.0,Three Family,Triplex,6,6,1936.0,1.020333,East
2013-06-14,2013,,110390.0,132000.0,Single Family,Detached House,3,3,1047.0,1.020333,East
2013-06-15,2013,Waterbury,168400.0,155000.0,Single Family,Detached House,3,2,1015.0,1.020333,South
2013-06-16,2013,Bridgeport,166070.0,55000.0,?,Detached House,3,3,959.0,1.020333,South
2013-06-16,2013,,110890.0,38500.0,Two Family,Duplex,4,3,,1.020333,West
2013-06-16,2013,Waterbury,,149900.0,Single Family,Detached House,3,3,990.0,1.020333,East
2013-06-16,2013,Norwalk,986370.0,1350000.0,Single Family,Detached House,3,3,986.0,1.020333,West
2013-06-16,2013,Stamford,522520.0,333000.0,Single Family,Detached House,3,2,1055.0,1.020333,East
2013-06-16,2013,Norwalk,,232000.0,?,Duplex,4,4,1454.0,1.020333,East
2013-06-17,2013,Norwalk,466550.0,400000.0,Single Family,Detached House,3,1,961.0,1.020333,South
2013-06-17,2013,,813100.0,747700.0,Single Family,Detached House,3,1,926.0,1.020333,West
2013-06-20,2013,,,290000.0,Single Family,Detached House,3,3,1011.0,1.020333,West
2013-06-20,2013,Waterbury,105120.0,52000.0,Single Family,Detached House,3,2,963.0,1.020333,West
2013-06-20,2013,Norwalk,1016400.0,1750000.0,Single Family,Detached House,3,2,1084.0,1.020333,North
2013-06-20,2013,Stamford,525800.0,718000.0,Single Family,Detached House,3,1,,1.020333,West
2013-06-21,2013,West Hartford,226300.0,357200.0,Single Family,Detached House,3,2,1006.0,1.020333,West
2013-06-22,2013,Stamford,,2550000.0,Single Family,Detached House,3,2,1061.0,1.020333,West
2013-06-22,2013,Stamford,,425000.0,?,Detached House,3,2,1096.0,1.020333,West
2013-06-22,2013,,362808.0,577500.0,Single Family,Detached House,3,3,993.0,1.020333,North
2013-06-23,2013,West Hartford,180900.0,187000.0,?,Detached House,3,1,925.0,1.020333,South
2013-06-23,2013,Waterbury,150040.0,160000.0,Single Family,Detached House,3,3,1029.0,1.020333,South
2013-06-24,2013,Norwalk,321720.0,250000.0,Single Family,Detached House,3,3,,1.020333,North
2013-06-24,2013,Waterbury,118710.0,151450.0,Single Family,Detached House,3,1,1008.0,1.020333,East
2013-06-24,2013,Waterbury,138400.0,72000.0,Single Family,Detached House,3,2,1073.0,1.020333,South
2013-06-27,2013,Stamford,764290.0,950000.0,Single Family,Detached House,3,1,971.0,1.020333,North
2013-06-27,2013,Norwalk,,400000.0,Single Family,Detached House,3,1,,1.020333,North
2013-06-27,2013,West Hartford,,448000.0,?,Detached House,3,1,1034.0,1.020333,West
2013-06-27,2013,Norwalk,403340.0,700000.0,?,Detached House,3,2,920.0,1.020333,West
2013-06-27,2013,West Hartford,196200.0,284000.0,?,Detached House,3,1,901.0,1.020333,North
2013-06-28,2013,Stamford,455790.0,525000.0,Single Family,Detached House,3,1,1041.0,1.020333,West
2013-06-28,2013,Norwalk,241500.0,270000.0,Single Family,Detached House,3,1,1032.0,1.020333,North
2013-06-28,2013,West Hartford,281800.0,389500.0,Single Family,Detached House,3,1,1044.0,1.020333,South
2013-06-28,2013,Stamford,738830.0,687500.0,?,Detached House,3,2,960.0,1.020333,West
2013-06-29,2013,Stamford,499690.0,580000.0,?,Detached House,3,2,948.0,1.020333,East
2013-06-29,2013,West Hartford,197900.0,360000.0,Single Family,Detached House,3,1,906.0,1.020333,North
2013-06-29,2013,West Hartford,374600.0,524900.0,Single Family,Detached House,3,2,996.0,1.020333,East
2013-06-30,2013,Waterbury,127510.0,30000.0,Two Family,Duplex,4,3,1269.0,1.020333,South
2013-06-30,2013,Norwalk,380170.0,510000.0,Single Family,Detached House,3,1,966.0,1.020333,West
2013-06-30,2013,Stamford,422240.0,465000.0,Two Family,Duplex,4,4,1411.0,1.020333,South
2013-06-30,2013,Stamford,,457000.0,Single Family,Detached House,3,3,953.0,1.020333,North
2013-06-30,2013,West Hartford,233200.0,303000.0,Two Family,Duplex,4,2,1370.0,1.020333,North
2013-06-30,2013,West Hartford,174400.0,240000.0,Single Family,Detached House,3,2,1044.0,1.020333,North
2013-06-30,2013,Norwalk,266140.0,185000.0,Single Family,Detached House,3,3,,1.020333,West
2013-06-30,2013,Stamford,374260.0,455000.0,Single Family,Detached House,3,1,,1.020333,West
2013-06-30,2013,West Hartford,249000.0,410000.0,Single Family,Detached House,3,3,,1.020333,West
2013-06-30,2013,Waterbury,,132900.0,Two Family,Duplex,4,3,1206.0,1.020333,East
2013-06-30,2013,Waterbury,113890.0,122500.0,Two Family,Duplex,4,4,1422.0,1.020333,West
2013-07-01,2013,Norwalk,1181530.0,1220500.0,Single Family,Detached House,3,2,949.0,1.020333,East
2013-07-01,2013,Waterbury,208720.0,55000.0,Two Family,Duplex,4,3,1370.0,1.020333,South
2013-07-01,2013,,278740.0,345000.0,Two Family,Duplex,4,3,1337.0,1.020333,East
2013-07-01,2013,Norwalk,207690.0,225000.0,Single Family,Detached House,3,2,1007.0,1.020333,West
2013-07-05,2013,Stamford,458870.0,495000.0,?,Detached House,3,1,1077.0,1.020333,North
2013-07-05,2013,Stamford,974120.0,1160000.0,Single Family,Detached House,3,1,1088.0,1.020333,North
2013-07-05,2013,,784840.0,2079000.0,Single Family,Detached House,3,1,1086.0,1.020333,South
2013-07-05,2013,West Hartford,195400.0,245900.0,Single Family,Detached House,3,1,1069.0,1.020333,East
2013-07-05,2013,West Hartford,233800.0,362500.0,Single Family,Detached House,3,2,1096.0,1.020333,West
2013-07-05,2013,West Hartford,194000.0,285000.0,?,Detached House,3,1,,1.020333,North
2013-07-05,2013,Bridgeport,122040.0,62500.0,Single Family,Detached House,3,1,986.0,1.020333,South
2013-07-06,2013,Bridgeport,148740.0,85100.0,Three Family,Triplex,6,4,2131.0,1.020333,West
2013-07-07,2013,West Hartford,127000.0,120000.0,Single Family,Detached House,3,1,1012.0,1.020333,South
2013-07-07,2013,West Hartford,197900.0,266000.0,Single Family,Detached House,3,1,,1.020333,West
2013-07-08,2013,Waterbury,176800.0,378190.0,?,Detached House,3,1,968.0,1.020333,East
2013-07-08,2013,Norwalk,,269000.0,Single Family,Detached House,3,1,1096.0,1.020333,West
2013-07-11,2013,West Hartford,315100.0,435000.0,Single Family,Detached House,3,1,,1.020333,South
2013-07-11,2013,Stamford,319370.0,400000.0,Single Family,Detached House,3,1,1006.0,1.020333,North
2013-07-11,2013,Norwalk,310940.0,370000.0,Single Family,Detached House,3,1,,1.020333,South
2013-07-11,2013,Waterbury,104750.0,35000.0,Single Family,Detached House,3,2,955.0,1.020333,West
2013-07-11,2013,Stamford,560160.0,650000.0,?,Detached House,3,3,1059.0,1.020333,South
2013-07-11,2013,,235100.0,381250.0,?,Detached House,3,3,959.0,1.020333,North
2013-07-13,2013,Stamford,468770.0,340000.0,Three Family,Triplex,6,6,1964.0,1.020333,East
2013-07-14,2013,,242400.0,451000.0,Single Family,Detached House,3,3,1090.0,1.020333,West
2013-07-18,2013,West Hartford,,335000.0,Single Family,Detached House,3,1,1048.0,1.020333,North
2013-07-18,2013,West Hartford,146000.0,221000.0,Single Family,Detached House,3,1,981.0,1.020333,North
2013-07-18,2013,Stamford,965170.0,1275000.0,Single Family,Detached House,3,1,972.0,1.020333,West
2013-07-18,2013,Bridgeport,,625000.0,Single Family,Detached House,3,2,994.0,1.020333,West
2013-07-18,2013,Norwalk,269920.0,333500.0,Single Family,Detached House,3,2,993.0,1.020333,East
2013-07-19,2013,Waterbury,164820.0,70000.0,?,Detached House,3,1,1069.0,1.020333,East
2013-07-19,2013,West Hartford,204000.0,315000.0,?,Detached House,3,1,1034.0,1.020333,North
2013-07-21,2013,Waterbury,176900.0,139000.0,Single Family,Detached House,3,3,1091.0,1.020333,South
2013-07-21,2013,Norwalk,406840.0,147375.0,Single Family,Detached House,3,2,,1.020333,East
2013-07-22,2013,Waterbury,80880.0,40000.0,Single Family,Detached House,3,1,944.0,1.020333,East
2013-07-22,2013,,272930.0,350000.0,?,Detached House,3,2,1031.0,1.020333,West
2013-07-25,2013,Bridgeport,204200.0,200000.0,Single Family,Detached House,3,2,1078.0,1.020333,West
2013-07-25,2013,West Hartford,212400.0,350000.0,Single Family,Detached House,3,3,983.0,1.020333,South
2013-07-26,2013,Bridgeport,145750.0,121000.0,Single Family,Detached House,3,2,1042.0,1.020333,West
2013-07-27,2013,Stamford,524110.0,718000.0,Single Family,Detached House,3,2,,1.020333,East
2013-07-27,2013,Bridgeport,176290.0,55000.0,Three Family,Triplex,6,4,2042.0,1.020333,North
2013-07-28,2013,Norwalk,280980.0,440000.0,Single Family,Detached House,3,2,996.0,1.020333,South
2013-07-28,2013,Waterbury,122500.0,53000.0,Three Family,Triplex,6,5,2143.0,1.020333,South
2013-07-28,2013,Bridgeport,201770.0,71500.0,Two Family,Duplex,4,4,1464.0,1.020333,West
2013-07-28,2013,Bridgeport,165970.0,185000.0,Single Family,Detached House,3,3,1022.0,1.020333,West
2013-07-29,2013,Waterbury,303300.0,152000.0,Single Family,Detached House,3,1,970.0,1.020333,North
2013-07-29,2013,Stamford,,875000.0,?,Detached House,3,1,1085.0,1.020333,North
2013-07-29,2013,Stamford,406630.0,516500.0,Single Family,Detached House,3,3,905.0,1.020333,West
2013-07-30,2013,Bridgeport,158660.0,91100.0,Single Family,Detached House,3,1,913.0,1.020333,West
2013-08-01,2013,West Hartford,266900.0,460000.0,?,Detached House,3,2,940.0,1.020333,South
2013-08-02,2013,Bridgeport,115670.0,125000.0,Single Family,Detached House,3,3,1072.0,1.020333,West
2013-08-02,2013,Bridgeport,,80000.0,Single Family,Detached House,3,2,929.0,1.020333,North
2013-08-02,2013,Waterbury,118090.0,128500.0,Single Family,Detached House,3,2,931.0,1.020333,West
2013-08-03,2013,Waterbury,98560.0,86500.0,Single Family,Detached House,3,3,1002.0,1.020333,West
2013-08-04,2013,Waterbury,87040.0,38325.0,Single Family,Detached House,3,2,1005.0,1.020333,South
2013-08-05,2013,Stamford,763410.0,530000.0,Single Family,Detached House,3,1,903.0,1.020333,West
2013-08-05,2013,Norwalk,403340.0,300000.0,?,Detached House,3,1,957.0,1.020333,East
2013-08-08,2013,Waterbury,107550.0,140000.0,?,Detached House,3,3,,1.020333,East
2013-08-08,2013,Stamford,602580.0,740000.0,?,Detached House,3,2,984.0,1.020333,West
2013-08-08,2013,Bridgeport,179830.0,108000.0,?,Detached House,3,1,996.0,1.020333,West
2013-08-08,2013,Bridgeport,162040.0,115000.0,Single Family,Detached House,3,3,995.0,1.020333,North
2013-08-08,2013,Waterbury,112380.0,150000.0,Single Family,Detached House,3,3,1080.0,1.020333,North
2013-08-08,2013,,143870.0,110000.0,Two Family,Duplex,4,4,1302.0,1.020333,West
2013-08-08,2013,,191200.0,302500.0,Single Family,Detached House,3,1,,1.020333,South
2013-08-08,2013,West Hartford,130000.0,92000.0,Single Family,Detached House,3,3,1019.0,1.020333,West
2013-08-09,2013,,445800.0,592000.0,Single Family,Detached House,3,1,1002.0,1.020333,South
2013-08-10,2013,West Hartford,358900.0,647500.0,Single Family,Detached House,3,1,1056.0,1.020333,East
2013-08-10,2013,Bridgeport,139390.0,179000.0,?,Detached House,3,2,1011.0,1.020333,South
2013-08-11,2013,,397060.0,523500.0,Single Family,Detached House,3,3,969.0,1.020333,West
2013-08-11,2013,Stamford,1276130.0,1675000.0,Single Family,Detached House,3,3,906.0,1.020333,West
2013-08-12,2013,Waterbury,121700.0,80000.0,Single Family,Detached House,3,2,967.0,1.020333,South
2013-08-15,2013,Bridgeport,,44000.0,?,Detached House,3,2,973.0,1.020333,East
2013-08-15,2013,West Hartford,228400.0,850000.0,Single Family,Detached House,3,3,970.0,1.020333,North
2013-08-15,2013,West Hartford,427700.0,710000.0,Single Family,Detached House,3,2,912.0,1.020333,South
2013-08-18,2013,,176290.0,90000.0,Three Family,Triplex,6,6,2183.0,1.020333,North
2013-08-18,2013,West Hartford,370600.0,490000.0,Single Family,Detached House,3,3,1015.0,1.020333,North
2013-08-19,2013,,131000.0,145000.0,Three Family,Triplex,6,6,1853.0,1.020333,West
2013-08-19,2013,,125500.0,53725.0,Single Family,Detached House,3,3,963.0,1.020333,South
2013-08-22,2013,Bridgeport,179970.0,59199.0,Single Family,Detached House,3,3,973.0,1.020333,South
2013-08-22,2013,Bridgeport,94770.0,32900.0,Single Family,Detached House,3,1,1054.0,1.020333,West
2013-08-22,2013,West Hartford,211400.0,250000.0,?,Detached House,3,2,,1.020333,North
2013-08-22,2013,West Hartford,319400.0,450000.0,?,Detached House,3,3,,1.020333,North
2013-08-22,2013,Stamford,434720.0,420000.0,Single Family,Detached House,3,3,1034.0,1.020333,East
2013-08-22,2013,Waterbury,150780.0,156500.0,Single Family,Detached House,3,1,1038.0,1.020333,South
2013-08-23,2013,Waterbury,57300.0,5352.0,?,Triplex,6,6,1846.0,1.020333,South
2013-08-24,2013,,267750.0,260000.0,Single Family,Detached House,3,3,1021.0,1.020333,East
2013-08-25,2013,Waterbury,5620.0,76900.0,Single Family,Detached House,3,2,1039.0,1.020333,South
2013-08-25,2013,Norwalk,422240.0,555000.0,Single Family,Detached House,3,1,1096.0,1.020333,East
2013-08-25,2013,,87210.0,14582.0,Three Family,Triplex,6,6,2023.0,1.020333,East
2013-08-25,2013,Stamford,332020.0,340000.0,Single Family,Detached House,3,2,1060.0,1.020333,East
2013-08-25,2013,,,195000.0,?,Detached House,3,1,978.0,1.020333,South
2013-08-26,2013,Stamford,353180.0,507000.0,Single Family,Detached House,3,1,990.0,1.020333,West
2013-08-26,2013,Stamford,407390.0,480000.0,Single Family,Detached House,3,2,916.0,1.020333,West
2013-08-26,2013,Waterbury,97930.0,58780.0,Single Family,Detached House,3,3,1046.0,1.020333,East
2013-08-29,2013,Bridgeport,148400.0,170000.0,Single Family,Detached House,3,3,951.0,1.020333,West
2013-08-29,2013,West Hartford,222000.0,333000.0,Single Family,Detached House,3,1,1087.0,1.020333,East
2013-08-29,2013,,141000.0,135000.0,Single Family,Detached House,3,1,920.0,1.020333,North
2013-08-30,2013,,158450.0,145000.0,Single Family,Detached House,3,1,963.0,1.020333,West
2013-08-30,2013,Stamford,511100.0,386000.0,Three Family,Triplex,6,6,2091.0,1.020333,North
2013-08-30,2013,Norwalk,329140.0,422500.0,Single Family,Detached House,3,2,1024.0,1.020333,North
2013-08-30,2013,Stamford,350110.0,419000.0,?,Detached House,3,3,1093.0,1.020333,East
2013-08-30,2013,West Hartford,180000.0,330000.0,Single Family,Detached House,3,3,1089.0,1.020333,South
2013-08-30,2013,Bridgeport,141290.0,180000.0,Single Family,Detached House,3,2,1080.0,1.020333,South
2013-08-30,2013,Norwalk,,390000.0,Single Family,Detached House,3,3,,1.020333,South
2013-08-31,2013,West Hartford,156700.0,250000.0,Two Family,Duplex,4,2,1209.0,1.020333,South
2013-09-01,2013,Stamford,473220.0,480000.0,Single Family,Detached House,3,1,1096.0,1.020333,West
2013-09-01,2013,Bridgeport,186730.0,80000.0,?,Fourplex,8,8,2548.0,1.020333,North
2013-09-01,2013,Norwalk,,742500.0,Single Family,Detached House,3,1,970.0,1.020333,East
2013-09-01,2013,Waterbury,133830.0,169900.0,?,Detached House,3,3,979.0,1.020333,North
2013-09-01,2013,Stamford,416010.0,485000.0,Single Family,Detached House,3,3,1087.0,1.020333,East
2013-09-02,2013,Stamford,,750000.0,Single Family,Detached House,3,1,,1.020333,South
2013-09-02,2013,Stamford,606320.0,755000.0,Single Family,Detached House,3,2,996.0,1.020333,South
2013-09-06,2013,Stamford,393850.0,434500.0,Single Family,Detached House,3,1,907.0,1.020333,North
2013-09-06,2013,Bridgeport,171890.0,136000.0,?,Duplex,4,2,1432.0,1.020333,South
2013-09-06,2013,Bridgeport,148150.0,165000.0,Single Family,Detached House,3,3,927.0,1.020333,West
2013-09-06,2013,,,114900.0,Two Family,Duplex,4,4,1481.0,1.020333,North
2013-09-07,2013,Bridgeport,136620.0,88000.0,?,Duplex,4,3,1257.0,1.020333,West
2013-09-07,2013,Waterbury,94400.0,119180.0,Single Family,Detached House,3,2,952.0,1.020333,North
2013-09-08,2013,Waterbury,170500.0,139000.0,Single Family,Detached House,3,1,1034.0,1.020333,West
2013-09-08,2013,Waterbury,153910.0,126500.0,Single Family,Detached House,3,3,928.0,1.020333,North
2013-09-08,2013,West Hartford,130200.0,165000.0,Single Family,Detached House,3,1,1024.0,1.020333,North
2013-09-08,2013,,96980.0,39500.0,Single Family,Detached House,3,3,958.0,1.020333,North
2013-09-09,2013,Waterbury,,54000.0,?,Detached House,3,3,,1.020333,West
2013-09-09,2013,Norwalk,,675000.0,?,Detached House,3,2,906.0,1.020333,West
2013-09-09,2013,Waterbury,111050.0,44000.0,Single Family,Detached House,3,2,1093.0,1.020333,East
2013-09-12,2013,Stamford,450930.0,355000.0,Two Family,Duplex,4,4,1372.0,1.020333,West
2013-09-12,2013,Stamford,536030.0,672500.0,Single Family,Detached House,3,1,920.0,1.020333,South
2013-09-12,2013,Stamford,556000.0,639000.0,Single Family,Detached House,3,2,991.0,1.020333,North
2013-09-13,2013,West Hartford,,363000.0,Single Family,Detached House,3,1,956.0,1.020333,East
2013-09-14,2013,Norwalk,280210.0,368000.0,Single Family,Detached House,3,1,934.0,1.020333,East
2013-09-14,2013,Waterbury,150020.0,129000.0,Two Family,Duplex,4,4,1213.0,1.020333,East
2013-09-15,2013,Waterbury,88240.0,166500.0,Single Family,Detached House,3,2,929.0,1.020333,East
2013-09-15,2013,Norwalk,269920.0,327000.0,Two Family,Duplex,4,3,1409.0,1.020333,North
2013-09-16,2013,Norwalk,675850.0,835000.0,Single Family,Detached House,3,3,1012.0,1.020333,South
2013-09-19,2013,,148020.0,180000.0,Single Family,Detached House,3,3,950.0,1.020333,West
2013-09-19,2013,West Hartford,197500.0,334000.0,Single Family,Detached House,3,1,925.0,1.020333,East
2013-09-19,2013,West Hartford,1421600.0,905000.0,Single Family,Detached House,3,1,,1.020333,South
2013-09-19,2013,,148320.0,55000.0,Three Family,Triplex,6,6,1828.0,1.020333,South
2013-09-20,2013,Waterbury,108290.0,52000.0,Single Family,Detached House,3,3,1079.0,1.020333,North
2013-09-20,2013,Bridgeport,124240.0,145000.0,Single Family,Detached House,3,3,998.0,1.020333,North
2013-09-21,2013,Norwalk,258650.0,340000.0,?,Detached House,3,2,1100.0,1.020333,South
2013-09-21,2013,Norwalk,623630.0,675000.0,Single Family,Detached House,3,2,944.0,1.020333,North
2013-09-22,2013,Waterbury,104750.0,125000.0,Single Family,Detached House,3,2,,1.020333,North
2013-09-22,2013,West Hartford,,625000.0,?,Detached House,3,3,1091.0,1.020333,West
2013-09-22,2013,,105060.0,125000.0,Single Family,Detached House,3,3,900.0,1.020333,North
2013-09-22,2013,Bridgeport,128760.0,30000.0,Single Family,Detached House,3,2,1057.0,1.020333,West
2013-09-23,2013,Waterbury,127390.0,162000.0,Two Family,Duplex,4,3,1439.0,1.020333,East
2013-09-26,2013,Bridgeport,124940.0,165000.0,Single Family,Detached House,3,2,1038.0,1.020333,North
2013-09-26,2013,Waterbury,108380.0,109200.0,?,Detached House,3,2,968.0,1.020333,South
2013-09-26,2013,Bridgeport,135630.0,125000.0,?,Detached House,3,2,957.0,1.020333,East
2013-09-26,2013,West Hartford,,62125.0,?,Detached House,3,1,1074.0,1.020333,East
2013-09-26,2013,Norwalk,,615000.0,Single Family,Detached House,3,1,1066.0,1.020333,South
2013-09-26,2013,Waterbury,124470.0,160000.0,Single Family,Detached House,3,1,1085.0,1.020333,East
2013-09-26,2013,West Hartford,,375000.0,Single Family,Detached House,3,1,992.0,1.020333,East
2013-09-27,2013,Bridgeport,,85000.0,Single Family,Detached House,3,1,1080.0,1.020333,East
