book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1677,7661,7661,2821071,92,60872985,9780060872980.0,Michael Crichton,2006.0,Next,Next,en-US,3.48,53487,56632,2686,2163,6912,19185,18044,10328,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg
1692,10412,10412,822184,62,141694740X,9781416947400.0,"Greg Behrendt, Liz Tuccillo",2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,49015,55865,3216,2597,6009,15398,16040,15821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1695,41684,41684,3183592,227,451529758,9780451529760.0,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750,70981,854,686,3123,16621,25323,25228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1697,11413,11413,272149,54,785264698,9780785264700.0,"John Eldredge, Stasi Eldredge",2004.0,,Captivating: Unveiling the Mystery of a Woman's Soul,en-US,3.93,30395,52397,1777,2349,3982,10054,14859,21153,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1701,9010,9010,2970640,30,806527285,9780806527280.0,Tucker Max,2006.0,I Hope They Serve Beer in Hell,"I Hope They Serve Beer in Hell (Tucker Max, #1)",,3.51,46092,49692,4292,4392,5839,12426,13919,13116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1711,82748,82748,23739,76,60555955,9780060555960.0,Marian Keyes,2000.0,Sushi for Beginners,Sushi for Beginners,,3.69,55373,57897,1237,1516,4753,17695,20269,13664,https://images.gr-assets.com/books/1407709390m/82748.jpg,https://images.gr-assets.com/books/1407709390s/82748.jpg
1716,12971616,12971616,18055886,59,61974587,9780061974590.0,Pittacus Lore,2012.0,The Rise of Nine,"The Rise of Nine (Lorien Legacies, #3)",eng,4.2,70196,75861,4207,793,2254,12158,26601,34055,https://images.gr-assets.com/books/1331740153m/12971616.jpg,https://images.gr-assets.com/books/1331740153s/12971616.jpg
1717,32552,32552,15570658,12,1593080646,9781593080650.0,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,Essential Tales and Poems,en-US,4.35,59354,60696,87,539,1225,7572,18628,32732,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg
1726,100464,100464,429198,71,190444248X,9781904442490.0,Cornelia Funke,1997.0,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng,3.94,61387,65811,2077,1073,3945,16083,21263,23447,https://images.gr-assets.com/books/1328004947m/100464.jpg,https://images.gr-assets.com/books/1328004947s/100464.jpg
1727,357,357,1096,82,671742515,9780671742520.0,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US,4.05,59276,63769,1458,393,2464,13614,24400,22898,https://images.gr-assets.com/books/1388257271m/357.jpg,https://images.gr-assets.com/books/1388257271s/357.jpg
1731,6736971,6736971,6527274,37,345503813,9780345503820.0,Peter V. Brett,2010.0,The Desert Spear,"The Desert Spear (Demon Cycle, #2)",eng,4.24,53143,58608,1927,555,1691,7805,21853,26704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1733,5352,5352,270452,100,385339593,9780385339600.0,John Grisham,2002.0,The Summons,The Summons,eng,3.68,53304,56634,1569,821,4168,19241,20480,11924,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1734,139069,139069,900140,75,078670621X,9780786706210.0,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,Endurance: Shackleton's Incredible Voyage,eng,4.36,50142,54026,3459,457,979,5939,18166,28485,https://images.gr-assets.com/books/1391329559m/139069.jpg,https://images.gr-assets.com/books/1391329559s/139069.jpg
1737,23174274,23174274,42720997,65,62310666,9780062310670.0,Victoria Aveyard,2016.0,Glass Sword,"Glass Sword (Red Queen, #2)",eng,3.95,78405,88428,11596,1971,5390,18465,32212,30390,https://images.gr-assets.com/books/1436460934m/23174274.jpg,https://images.gr-assets.com/books/1436460934s/23174274.jpg
1739,2666,2666,1080201,92,553381342,9780553381340.0,Tom Wolfe,1987.0,The Bonfire of the Vanities,The Bonfire of the Vanities,eng,3.81,52062,56076,2133,1413,4001,13674,21544,15444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1746,13153,13153,15324,43,6498523,9780006498520.0,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US,4.1,53038,54463,455,544,1604,11044,19768,21503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1747,4499669,4499669,4833689,36,805448659,9780805448660.0,"Stephen Kendrick, Alex Kendrick",2008.0,,The Love Dare,en-US,4.37,41908,44393,482,637,1122,5311,11424,25899,https://images.gr-assets.com/books/1328815507m/4499669.jpg,https://images.gr-assets.com/books/1328815507s/4499669.jpg
1748,14756,14756,1440388,48,743470125,9780743470120.0,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748,53145,1870,1088,4432,17806,18827,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1756,276287,276287,267933,50,3822858641,9783822858650.0,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,M.C. Escher: The Graphic Work,eng,3.93,50047,50389,93,2900,3392,9212,13706,21179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1758,6259,6259,1093016,71,679776818,9780679776820.0,Sebastian Faulks,1993.0,Birdsong,Birdsong,eng,4.07,49930,55657,2543,1160,2911,9600,19416,22570,https://images.gr-assets.com/books/1349952101m/6259.jpg,https://images.gr-assets.com/books/1349952101s/6259.jpg
1762,5176,5176,1461856,33,345443284,9780345443280.0,Sue Miller,1998.0,While I Was Gone,While I Was Gone,eng,3.67,52244,52947,1141,786,3933,17555,20121,10552,https://images.gr-assets.com/books/1495632082m/5176.jpg,https://images.gr-assets.com/books/1495632082s/5176.jpg
1764,2179276,2179276,2184954,74,1423108361,9781423108370.0,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US,4.07,61987,65609,1877,884,2750,12976,23450,25549,https://images.gr-assets.com/books/1395218526m/2179276.jpg,https://images.gr-assets.com/books/1395218526s/2179276.jpg
1783,264,264,1434368,508,141439637,9780141439630.0,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019,59317,2105,1935,4908,15386,20335,16753,https://images.gr-assets.com/books/1502148606m/264.jpg,https://images.gr-assets.com/books/1502148606s/264.jpg
1788,24813,24813,692719,17,836204387,9780836204380.0,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,The Calvin and Hobbes Tenth Anniversary Book,eng,4.63,48280,48829,346,346,608,3077,8752,36046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1793,105578,105578,101770,25,345498321,9780345498330.0,Chetan Bhagat,2005.0,One Night @ The Call Center,One Night at the Call Center,eng,2.47,40718,44833,1244,10559,14125,11872,5177,3100,https://images.gr-assets.com/books/1320500924m/105578.jpg,https://images.gr-assets.com/books/1320500924s/105578.jpg
1802,32418,32418,2992500,132,99297701,9780099297700.0,Thomas Harris,1999.0,Hannibal,"Hannibal (Hannibal Lecter, #3)",eng,3.72,57569,63555,2098,2166,5811,17220,20844,17514,https://images.gr-assets.com/books/1327356556m/32418.jpg,https://images.gr-assets.com/books/1327356556s/32418.jpg
1803,395871,395871,385368,33,006114097X,9780061140980.0,L.J. Smith,2007.0,The Awakening and the Struggle,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",en-US,3.67,68651,72227,3856,3663,8247,18819,19054,22444,https://images.gr-assets.com/books/1393837129m/395871.jpg,https://images.gr-assets.com/books/1393837129s/395871.jpg
1805,3575676,3575676,3617922,12,1416974520,9781416974530.0,L.J. Smith,2009.0,"Night World, No. 3","Night World, No. 3 (Night World, #7-9)",en-US,4.2,58232,59070,809,1115,2652,9863,15216,30224,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1817,41716,41716,2467487,70,030720961X,9780307209610.0,Clive Cussler,1992.0,Sahara,"Sahara (Dirk Pitt, #11)",spa,3.95,47054,48850,745,866,2145,11351,18747,15741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1820,5047880,5047880,5114483,47,61449067,9780061449060.0,Michael  Grant,2009.0,Hunger,"Hunger (Gone, #2)",eng,4.02,60519,65389,3102,1301,3531,12922,22281,25354,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1824,162089,162089,2191062,62,60887338,9780060887340.0,Sara Shepard,2007.0,Flawless,"Flawless (Pretty Little Liars, #2)",en-US,3.96,59403,64318,3150,849,3660,15492,21492,22825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1830,6134826,6134826,6313389,69,312532768,9780312532760.0,Alyson Noel,2009.0,Blue Moon,"Blue Moon (The Immortals, #2)",eng,3.61,74367,78447,3611,3935,9508,21715,21521,21768,https://images.gr-assets.com/books/1362336365m/6134826.jpg,https://images.gr-assets.com/books/1362336365s/6134826.jpg
1842,111180,111180,3349824,51,743418735,9780743418740.0,Jodi Picoult,2002.0,Perfect Match,Perfect Match,eng,3.93,52168,55211,2690,492,2628,13550,22197,16344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1844,96647,96647,908343,47,1401307450,9781401307460.0,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,Scar Tissue,eng,4.1,45203,47328,2078,800,2035,8401,16713,19379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1860,8835379,6325285,6510846,80,805092528,9780805092520.0,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,"Ruby Red (Precious Stone Trilogy, #1)",en-US,4.12,62978,82241,8320,1006,3019,14262,30391,33563,https://images.gr-assets.com/books/1312036605m/8835379.jpg,https://images.gr-assets.com/books/1312036605s/8835379.jpg
1861,6581511,6581511,7253963,64,031259044X,9780312590440.0,Alyson Noel,2009.0,Shadowland,"Shadowland (The Immortals, #3)",eng,3.66,68104,71034,2468,3410,8196,19221,18536,21671,https://images.gr-assets.com/books/1362336374m/6581511.jpg,https://images.gr-assets.com/books/1362336374s/6581511.jpg
1864,259538,259538,1176781,55,042510687X,9780425106880.0,Robin Cook,1987.0,Outbreak,"Outbreak (Dr. Marissa Blumenthal, #1)",eng,3.96,48357,49169,274,352,1713,12686,19072,15346,https://images.gr-assets.com/books/1344166275m/259538.jpg,https://images.gr-assets.com/books/1344166275s/259538.jpg
1883,166997,166997,1559207,112,1590171993,9781590172000.0,"John  Williams, John McGahern",1965.0,Stoner,Stoner,eng,4.28,42869,55450,6927,506,1671,6674,19742,26857,https://images.gr-assets.com/books/1320600716m/166997.jpg,https://images.gr-assets.com/books/1320600716s/166997.jpg
1884,24937,24937,25704,1,1401308201,9781401308210.0,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005.0,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",Wicked: The Grimmerie,en-US,4.17,47207,47207,241,921,1673,8051,14244,22318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1897,2743,2743,23673,48,1558745157,9781558745160.0,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng,4.08,46847,50258,2495,510,2068,10426,17223,20031,https://images.gr-assets.com/books/1282635105m/2743.jpg,https://images.gr-assets.com/books/1282635105s/2743.jpg
1900,10588,10588,150039,68,450610098,9780450610100.0,Stephen King,1993.0,Nightmares & Dreamscapes,Nightmares and Dreamscapes,eng,3.9,54401,59208,905,412,2650,16264,23036,16846,https://images.gr-assets.com/books/1370950676m/10588.jpg,https://images.gr-assets.com/books/1370950676s/10588.jpg
1910,93101,93101,859375,832,812972147,9780812972150.0,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],The Arabian Nights,eng,4.06,46656,57091,1553,656,2323,11976,20201,21935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1918,189783,189783,2121201,95,736693416,9780736693420.0,Terry Brooks,1982.0,The Elfstones Of Shannara,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",eng,3.96,51161,55544,1264,858,3022,12442,20133,19089,https://images.gr-assets.com/books/1420148388m/189783.jpg,https://images.gr-assets.com/books/1420148388s/189783.jpg
1924,34517,34517,1796454,80,552152951,9780552152950.0,Terry Pratchett,1991.0,Reaper Man,"Reaper Man (Discworld, #11; Death, #2)",eng,4.27,52845,62795,1789,155,1087,9103,23540,28910,https://images.gr-assets.com/books/1389211958m/34517.jpg,https://images.gr-assets.com/books/1389211958s/34517.jpg
1925,17303,17303,121335,27,1581345275,9781581345280.0,Frank E. Peretti,1989.0,Piercing the Darkness,"Piercing the Darkness (Darkness, #2)",eng,4.3,44595,45801,566,576,1388,6180,13312,24345,https://images.gr-assets.com/books/1308796365m/17303.jpg,https://images.gr-assets.com/books/1308796365s/17303.jpg
1928,3679,3679,910752,71,143037749,9780143037740.0,Zadie Smith,2005.0,On Beauty,On Beauty,eng,3.68,44317,49803,3904,1357,4393,13695,19496,10862,https://images.gr-assets.com/books/1495961870m/3679.jpg,https://images.gr-assets.com/books/1495961870s/3679.jpg
1936,4659,4659,3359767,94,345469011,9780345469010.0,John Irving,1998.0,A Widow for One Year,A Widow for One Year,,3.74,45051,50081,2298,894,3513,14489,19858,11327,https://images.gr-assets.com/books/1375776653m/4659.jpg,https://images.gr-assets.com/books/1375776653s/4659.jpg
1948,24120519,24120519,43712653,71,159474758X,9781594747590.0,Ransom Riggs,2015.0,Library of Souls,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",eng,4.15,58435,69660,7936,507,2285,11892,26480,28496,https://images.gr-assets.com/books/1472783347m/24120519.jpg,https://images.gr-assets.com/books/1472783347s/24120519.jpg
1952,15724396,15724396,21400019,58,1423160916,9781423160920.0,Rick Riordan,2015.0,The Sword of Summer,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",eng,4.26,78157,86588,8632,1560,2450,11297,27788,43493,https://images.gr-assets.com/books/1434701340m/15724396.jpg,https://images.gr-assets.com/books/1434701340s/15724396.jpg
1953,54499,54499,2971402,426,140439242,9780140439240.0,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard","The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",eng,3.97,51856,56208,747,518,2517,13643,20941,18589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1958,7933617,7933617,11290776,61,1905654871,9781905654870.0,"P.C. Cast, Kristin Cast",2011.0,Destined,"Destined (House of Night, #9)",eng,4.04,56737,63949,2535,1595,3865,12696,18186,27607,https://images.gr-assets.com/books/1406962311m/7933617.jpg,https://images.gr-assets.com/books/1406962311s/7933617.jpg
1960,38500,38500,3706,117,61177598,9780061177590.0,Charles Bukowski,1978.0,Women,Women,eng,3.89,41866,46203,2040,1068,3035,10345,17330,14425,https://images.gr-assets.com/books/1325028693m/38500.jpg,https://images.gr-assets.com/books/1325028693s/38500.jpg
1967,30659,30659,31010,768,140449337,9780140449330.0,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Τὰ εἰς ἑαυτόν,Meditations,eng,4.2,43876,55309,2613,825,2162,8561,17232,26529,https://images.gr-assets.com/books/1421618636m/30659.jpg,https://images.gr-assets.com/books/1421618636s/30659.jpg
1971,2753843,2753843,2779542,31,1423102282,9781423102280.0,Melissa de la Cruz,2008.0,Revelations,"Revelations (Blue Bloods, #3)",en-US,3.89,66170,68531,1565,1418,4674,17551,20935,23953,https://images.gr-assets.com/books/1322343073m/2753843.jpg,https://images.gr-assets.com/books/1322343073s/2753843.jpg
1973,93981,93981,1758256,321,1566195764,9781566195770.0,Sigmund Freud,1899.0,Die Traumdeutung,The Interpretation of Dreams,,3.81,41081,44144,571,1436,3378,11331,13933,14066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1985,8520362,8520362,13383926,80,553805371,9780553805380.0,"Stephen Hawking, Leonard Mlodinow",2010.0,The Grand Design,The Grand Design,eng,4.0,42687,46147,1962,1107,2090,9079,17175,16696,https://images.gr-assets.com/books/1320558363m/8520362.jpg,https://images.gr-assets.com/books/1320558363s/8520362.jpg
1995,768889,768889,17243368,60,6479901,9780006479900.0,George R.R. Martin,2000.0,A Storm of Swords: Part 1 Steel and Snow,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",eng,4.49,42072,52461,1627,147,435,4141,16561,31177,https://images.gr-assets.com/books/1353235205m/768889.jpg,https://images.gr-assets.com/books/1353235205s/768889.jpg
1996,180617,180617,2685281,1032,140382623,9780140382620.0,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883.0,Le avventure di Pinocchio,Pinocchio,eng,3.86,48961,55985,1405,1235,4063,14916,17113,18658,https://images.gr-assets.com/books/1327938097m/180617.jpg,https://images.gr-assets.com/books/1327938097s/180617.jpg
2001,7952502,7952502,11580916,24,61997811,9780061997820.0,Brian Sibley,2010.0,Harry Potter: Film Wizardry,Harry Potter: Film Wizardry,eng,4.48,45081,46063,526,1058,984,4017,8553,31451,https://images.gr-assets.com/books/1464452934m/7952502.jpg,https://images.gr-assets.com/books/1464452934s/7952502.jpg
2007,113304,113304,3313414,92,1903434777,9781903434770.0,Cornelia Funke,2000.0,Herr der Diebe,The Thief Lord,eng,3.95,60780,68465,3391,751,3450,16442,25758,22064,https://images.gr-assets.com/books/1327960342m/113304.jpg,https://images.gr-assets.com/books/1327960342s/113304.jpg
2038,6267237,6267237,6450517,33,1423102266,9781423102270.0,Melissa de la Cruz,2009.0,The Van Alen Legacy,"The Van Alen Legacy (Blue Bloods, #4)",en-US,3.95,58724,60659,1477,1319,3966,14229,18144,23001,https://images.gr-assets.com/books/1343251719m/6267237.jpg,https://images.gr-assets.com/books/1343251719s/6267237.jpg
2041,10566,10566,4512687,101,743289412,9780743289410.0,Stephen King,2006.0,Lisey's Story,Lisey's Story,eng,3.65,50721,55149,2911,2537,5722,15068,17223,14599,https://images.gr-assets.com/books/1316346037m/10566.jpg,https://images.gr-assets.com/books/1316346037s/10566.jpg
2043,400354,400354,819071,81,61092193,9780061092190.0,Terry Pratchett,1993.0,Men at Arms,"Men at Arms (Discworld, #15; City Watch #2)",eng,4.36,54413,62242,1230,127,500,7268,23554,30793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2045,42432,42432,3634588,95,575075066,9780575075060.0,Frank Herbert,1981.0,God Emperor of Dune,God Emperor of Dune (Dune Chronicles #4),eng,3.81,45608,51891,1069,1070,4298,13741,17028,15754,https://images.gr-assets.com/books/1327131560m/42432.jpg,https://images.gr-assets.com/books/1327131560s/42432.jpg
2050,2985500,2985500,3015943,12,1416974512,9781416974510.0,L.J. Smith,2008.0,"Night World, No. 2","Night World, No. 2 (Night World, #4-6)",en-CA,4.2,53023,54027,1027,864,2373,9210,14432,27148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2052,1540,1540,5672,331,015602764X,9780156027650.0,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401.0,,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)",en-US,3.96,42175,50789,1122,701,2795,11945,17804,17544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2053,5527,5527,900927,83,156004801,9780156004800.0,Robert Penn Warren,1946.0,All the King’s Men,All the King's Men,eng,4.08,42821,46988,1951,834,2204,8396,16578,18976,https://images.gr-assets.com/books/1342193852m/5527.jpg,https://images.gr-assets.com/books/1342193852s/5527.jpg
2054,5452,5452,1710082,70,553375938,9780553375930.0,Ann Brashares,2005.0,Girls in Pants: The Third Summer of the Sisterhood,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",eng,3.82,56485,63863,1581,537,3527,19531,23839,16429,https://images.gr-assets.com/books/1320473346m/5452.jpg,https://images.gr-assets.com/books/1320473346s/5452.jpg
2070,13563669,13563669,19140180,71,1419705849,9781419705850.0,Jeff Kinney,2012.0,The Third Wheel,"The Third Wheel (Diary of a Wimpy Kid, #7)",en-US,4.21,44607,48724,2619,1064,2154,7824,12319,25363,https://images.gr-assets.com/books/1366229038m/13563669.jpg,https://images.gr-assets.com/books/1366229038s/13563669.jpg
2076,19351,19351,3802528,266,141026286,9780141026280.0,"Anonymous, N.K. Sandars",-1750.0,Shūtur eli sharrī,The Epic of Gilgamesh,eng,3.63,44345,55856,2247,1551,5850,17627,17485,13343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2077,1254951,1254951,1243729,46,61345660,9780061345660.0,Anna Godbersen,2007.0,The Luxe,"The Luxe (Luxe, #1)",en-US,3.63,58717,61682,4277,3110,6491,16567,19363,16151,https://images.gr-assets.com/books/1323438343m/1254951.jpg,https://images.gr-assets.com/books/1323438343s/1254951.jpg
2086,34532,34532,583655,65,552154288,9780552154280.0,Terry Pratchett,1996.0,Hogfather,"Hogfather (Discworld, #20; Death, #4)",eng,4.22,50364,58833,1601,195,1348,9753,21841,25696,https://images.gr-assets.com/books/1416342611m/34532.jpg,https://images.gr-assets.com/books/1416342611s/34532.jpg
2091,762053,762053,1366432,71,051513628X,9780515136290.0,Nora Roberts,2003.0,"Key of Light (Key Trilogy, #1)","Key of Light (Key Trilogy, #1)",eng,4.16,48805,50290,847,476,1623,9505,16286,22400,https://images.gr-assets.com/books/1178133365m/762053.jpg,https://images.gr-assets.com/books/1178133365s/762053.jpg
2097,24861,24861,5334697,347,3518367064,9783518367060.0,Hermann Hesse,1919.0,Demian: Die Geschichte einer Jugend,Demian. Die Geschichte von Emil Sinclairs Jugend,ger,4.1,37459,49633,2305,580,2061,9154,17689,20149,https://images.gr-assets.com/books/1421510580m/24861.jpg,https://images.gr-assets.com/books/1421510580s/24861.jpg
2101,99298,99298,5994366,17,439249546,9780439249550.0,"J.K. Rowling, Mary GrandPré",1999.0,Harry Potter Boxed Set Books 1-4,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",eng,4.66,43929,44842,265,307,424,2346,8186,33579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2103,92308,92308,11094898,77,140436065,9780140436070.0,"Oscar Wilde, Richard Allen Cave",1954.0,,The Importance of Being Earnest and Other Plays,eng,4.26,41002,49936,502,318,1247,7446,17276,23649,https://images.gr-assets.com/books/1260426623m/92308.jpg,https://images.gr-assets.com/books/1260426623s/92308.jpg
2109,34499,34499,62360,93,61020672,9780061020670.0,Terry Pratchett,1988.0,Sourcery,"Sourcery (Discworld, #5; Rincewind #3)",en-US,3.87,50746,59718,1400,274,2694,17272,23798,15680,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2112,20698530,20698530,40018073,44,144242673X,9781442426730.0,Jenny Han,2015.0,P.S. I Still Love You,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",eng,4.17,62907,67887,10332,616,2227,10879,25670,28495,https://images.gr-assets.com/books/1422881430m/20698530.jpg,https://images.gr-assets.com/books/1422881430s/20698530.jpg
2123,74532,74532,1784447,140,224064908,9780224064900.0,"Roald Dahl, Quentin Blake",1981.0,George's Marvellous Medicine,George's Marvellous Medicine,eng,4.02,49863,57553,1755,603,2483,13339,19706,21422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
