goodreads_book_id,tag_id,count
22290,5671,23
22290,22034,22
22290,5090,22
22290,22689,22
22290,20781,22
22290,11595,22
22290,20288,22
22290,11491,21
22290,5481,21
22290,25147,20
22290,25149,20
22290,20797,20
22290,24728,20
22290,31124,20
22290,25150,19
22290,2312,19
22290,21274,19
22290,18011,19
22290,12923,19
22290,25167,18
22290,923,18
22290,22344,18
22290,25765,17
22290,28525,17
22290,32080,17
22290,7457,16
22290,27535,16
22290,21111,16
22290,29076,16
22290,6122,16
22290,15067,16
22290,31386,16
22290,19524,15
22290,30860,15
22290,14821,15
22290,10094,14
22290,7725,14
22290,12680,14
22290,5332,14
22290,13270,14
22290,3358,13
22290,487,13
22290,24517,13
22290,3389,12
22290,25152,12
22290,32088,12
22290,1029,12
22321,30574,3951
22321,26837,408
22321,26771,331
22321,8755,303
22321,11743,269
22321,8717,109
22321,26894,99
22321,22743,96
22321,27398,73
22321,11557,42
22321,9221,40
22321,26816,32
22321,26785,26
22321,32513,24
22321,22034,23
22321,18045,22
22321,13168,17
22321,8751,16
22321,22753,15
22321,28300,15
22321,5207,13
22321,26842,12
22321,10210,12
22321,21243,12
22321,11305,11
22321,10197,11
22321,27199,10
22321,5090,10
22321,26897,10
22321,17213,10
22321,11978,10
22321,10059,9
22321,26697,8
22321,28298,8
22321,6184,8
22321,11287,8
22321,26535,8
22321,10644,7
22321,18367,7
22321,26774,7
22321,487,7
22321,20774,6
22321,20849,6
22321,31557,6
22321,26884,6
22321,27403,6
22321,6122,6
22321,22933,6
22321,3392,5
22321,22689,5
22321,30521,5
22321,5444,5
22321,2277,5
22321,10094,5
22321,12940,5
22321,27401,5
22321,14752,5
22321,13962,5
22321,5721,5
22321,24960,4
22321,1691,4
22321,15169,4
22321,21111,4
22321,11503,4
22321,22376,4
22321,27412,4
22321,7308,4
22321,11372,4
22321,6131,4
22321,30803,4
22321,12469,4
22321,26534,4
22321,5722,4
22321,8757,4
22321,11590,3
22321,3371,3
22321,27535,3
22321,14064,3
22321,603,3
22321,30551,3
22321,25106,3
22321,28235,3
22321,7307,3
22321,11376,3
22321,30813,3
22321,11822,3
22321,134,3
22321,28283,3
22321,26895,3
22321,23549,3
22321,608,3
22321,2450,3
22321,6195,3
22321,503,3
22321,14083,3
22321,30444,3
22321,7302,3
22321,6129,3
22321,29433,3
22321,25442,3
22326,30574,7142
22326,26837,664
22326,26771,464
22326,8755,431
22326,11743,317
22326,8717,210
22326,26894,144
22326,27398,106
22326,22743,105
22326,9221,64
22326,11557,58
22326,26785,40
22326,26816,29
22326,10059,28
22326,8751,25
22326,32513,24
22326,22034,23
22326,10064,22
22326,28300,21
22326,11305,20
22326,26842,18
22326,5207,17
22326,18045,17
22326,27403,17
22326,22753,16
22326,10197,16
22326,11287,16
22326,17213,14
22326,18367,14
22326,13168,14
22326,26897,12
22326,10210,12
22326,21989,11
22326,487,11
22326,27199,10
22326,30521,10
22326,11978,10
22326,27412,10
22326,28298,10
22326,20849,9
22326,22944,9
22326,21243,9
22326,20774,8
22326,5090,8
22326,6184,8
22326,15169,7
22326,10644,7
22326,30358,7
22326,8517,7
22326,26884,7
22326,26774,7
22326,26697,7
22326,6131,7
22326,26535,7
22326,5444,6
22326,30672,6
22326,31557,6
22326,6122,6
22326,26808,6
22326,12709,6
22326,23549,6
22326,31612,6
22326,24960,5
22326,3392,5
22326,20939,5
22326,22689,5
22326,3371,5
22326,25151,5
22326,30573,5
22326,8055,5
22326,2277,5
22326,31656,5
22326,923,5
22326,1416,5
22326,22818,5
22326,27401,5
22326,11822,5
22326,29434,5
22326,10067,5
22326,12989,5
22326,13170,5
22326,5721,5
22326,11370,4
22326,14064,4
22326,32586,4
22326,15174,4
22326,12940,4
22326,30551,4
22326,7307,4
22326,11376,4
22326,12035,4
22326,22933,4
22326,13962,4
22326,31581,4
22326,12674,4
22326,13748,4
22326,11551,4
22326,494,4
22326,492,4
22326,5722,4
22463,30574,3244
22463,26816,2943
22463,21689,1817
22463,7457,1008
22463,21773,598
22463,4631,431
22463,22743,366
22463,10997,360
22463,23471,277
22463,11557,247
22463,5207,221
22463,14552,221
22463,8717,217
22463,17213,177
22463,20811,172
22463,7404,163
22463,9221,137
22463,30521,131
22463,22753,115
22463,21195,109
22463,10197,86
22463,10210,82
22463,20849,81
22463,18045,78
22463,21187,75
22463,20774,69
22463,2705,67
22463,25562,64
22463,509,63
22463,30755,60
22463,2580,54
22463,23996,53
22463,10644,50
22463,26885,49
22463,31505,48
22463,3389,42
22463,26735,38
22463,1416,37
22463,1511,37
22463,30802,37
22463,10094,34
22463,18367,33
22463,32586,32
22463,22689,31
22463,15169,30
22463,3392,30
22463,5751,30
22463,22330,29
22463,7668,29
22463,14467,28
22463,7478,28
22463,26862,28
22463,8981,28
22463,20731,27
22463,23040,27
22463,26822,27
22463,5090,26
22463,22816,26
22463,10708,26
22463,3885,25
22463,21180,25
22463,6621,25
22463,10093,24
22463,31557,24
22463,26888,24
22463,18130,23
22463,23349,23
22463,17217,22
22463,27073,22
22463,11743,21
22463,30756,21
22463,10999,21
22463,5444,20
22463,22545,20
22463,14764,20
22463,7423,20
22463,12940,20
22463,30635,20
22463,9477,20
22463,10891,20
22463,25647,20
22463,21685,20
22463,21739,19
22463,10316,19
22463,6122,19
22463,10233,19
22463,14064,18
22463,18318,18
22463,1642,18
22463,22333,18
22463,30258,18
22463,22733,18
22463,21732,18
22463,7305,18
22463,11590,17
22463,22352,17
22463,10304,17
22463,21374,17
22463,20781,16
22463,14611,16
22543,30574,32747
22543,26816,1460
22543,8717,1117
22543,21689,676
22543,21773,341
22543,23569,195
22543,3288,168
22543,11557,106
22543,28235,82
22543,3389,71
22543,3392,61
22543,22743,60
22543,10891,60
22543,30521,56
22543,8327,56
22543,23996,43
22543,3291,38
22543,5207,35
22543,17213,33
22543,18045,32
22543,3371,32
22543,3358,29
22543,30802,24
22543,30755,23
22543,21739,21
22543,21799,20
22543,10197,18
22543,26865,18
22543,3379,17
22543,26885,17
22543,1416,16
22543,25647,16
22543,14552,15
22543,25562,15
22543,10316,15
22543,9221,14
22543,30756,14
22543,26880,14
22543,10644,13
22543,26868,13
22543,22753,11
22543,32586,11
22543,31505,11
22543,32080,11
22543,22733,11
22543,21685,11
22543,26857,11
22543,7305,11
22543,20774,10
22543,1642,10
22543,26862,10
22543,30158,10
22543,25151,9
22543,10210,9
22543,15048,9
22543,21803,9
22543,23980,9
22543,8328,9
22543,2277,8
22543,23471,8
22543,5481,8
22543,10304,8
22543,19452,8
22543,21732,8
22543,21515,8
22543,941,7
22543,4949,7
22543,12954,7
22543,26771,7
22543,21766,7
22543,6122,7
22543,26819,7
22543,26877,7
22543,25125,7
22543,18054,6
22543,10093,6
22543,10094,6
22543,19524,6
22543,18130,6
22543,22330,6
22543,4680,6
22543,9477,6
22543,22618,6
22543,1511,6
22543,22376,6
22543,31557,6
22543,5393,6
22543,21374,6
22543,10886,6
22543,28626,6
22543,23979,6
22543,26830,6
22543,3290,6
22543,5444,5
22543,22545,5
22543,29316,5
22543,23802,5
22543,22944,5
22543,31595,5
22543,23803,5
22628,11557,23350
22628,30574,15097
22628,11743,5424
22628,32989,4353
22628,5207,3300
22628,8055,3125
22628,11590,2359
22628,22743,2122
22628,7852,1287
22628,25438,1128
22628,22753,915
22628,7457,754
22628,30521,690
22628,4949,679
22628,29452,677
22628,18001,638
22628,11505,597
22628,25149,518
22628,2104,468
22628,20774,460
22628,22034,458
22628,33012,457
22628,18011,441
22628,25148,431
22628,14370,430
22628,19788,422
22628,24960,419
22628,33114,414
22628,15169,408
22628,25167,393
22628,18045,392
22628,8067,388
22628,11497,379
22628,19786,370
22628,8717,362
22628,25150,350
22628,10644,331
22628,28525,323
22628,10197,315
22628,33124,309
22628,11491,309
22628,1128,304
22628,5090,304
22628,12600,297
22628,25151,296
22628,10210,276
22628,33023,273
22628,25436,255
22628,32586,245
22628,10753,242
22628,24995,236
22628,26256,234
22628,11579,227
22628,3885,225
22628,3392,224
22628,25152,224
22628,18851,222
22628,33004,222
22628,3389,216
22628,5481,215
22628,20849,211
22628,20824,208
22628,25765,206
22628,11595,201
22628,2277,198
22628,18640,194
22628,18015,193
22628,24993,191
22628,26735,186
22628,5036,184
22628,1499,184
22628,29464,183
22628,28528,181
22628,32996,180
22628,32099,177
22628,18367,176
22628,7404,173
22628,24996,173
22628,22352,169
22628,11574,168
22628,20781,166
22628,20731,165
22628,30573,164
22628,12948,164
22628,30860,155
22628,20570,154
22628,11570,154
22628,3371,153
22628,5444,152
22628,2106,151
22628,25822,149
22628,22689,142
22628,1078,138
22628,11221,135
22628,10093,135
22628,1416,135
22628,10094,133
22628,20547,132
22628,1619,132
22628,722,130
22632,30574,20826
22632,23471,968
22632,7457,332
22632,8717,276
22632,21689,163
22632,14552,110
22632,11557,80
22632,22743,60
22632,21773,60
22632,5207,41
22632,7404,39
22632,13646,38
22632,26735,33
22632,23931,25
22632,4605,24
22632,7668,23
22632,23726,21
22632,18367,20
22632,22753,19
22632,9221,19
22632,2424,19
22632,25114,18
22632,11743,16
22632,14467,15
22632,1511,15
22632,7438,15
22632,18045,14
22632,2429,14
22632,12315,13
22632,20849,12
22632,23465,12
22632,2732,12
22632,30521,11
22632,7440,11
22632,23519,10
22632,23920,10
22632,7478,9
22632,11928,9
22632,13654,9
22632,20774,8
22632,23349,8
22632,10916,8
22632,23923,8
22632,13643,8
22632,23743,7
22632,27656,7
22632,31535,7
22632,29591,7
22632,17721,7
22632,14764,6
22632,23458,6
22632,30635,6
22632,29716,6
22632,2431,6
22632,2444,6
22632,30573,5
22632,32586,5
22632,30755,5
22632,23040,5
22632,23476,5
22632,25647,5
22632,28857,5
22632,15424,5
22632,23926,5
22632,23548,5
22632,2438,5
22632,13649,5
22632,28058,5
22632,11590,4
22632,22352,4
22632,5444,4
22632,22545,4
22632,1642,4
22632,10932,4
22632,25148,4
22632,26740,4
22632,31140,4
22632,25562,4
22632,20731,4
22632,22344,4
22632,23909,4
22632,30258,4
22632,23504,4
22632,30776,4
22632,23513,4
22632,23432,4
22632,25670,4
22632,1510,4
22632,7422,4
22632,2435,4
22632,2448,4
22632,20737,4
22632,2425,4
22632,7448,4
22632,7675,4
22632,13661,4
22632,2449,4
22632,13659,4
22632,10197,3
22632,18990,3
22680,30574,21843
22680,14552,624
22680,4605,515
22680,8717,324
22680,21689,240
22680,2305,152
22680,24246,123
22680,21773,103
22680,4594,87
22680,23931,68
22680,22743,44
22680,2323,43
22680,31647,35
22680,4615,34
22680,14467,33
22680,11557,29
22680,24239,27
22680,2322,24
22680,31653,23
22680,9221,22
22680,14572,21
22680,30317,21
22680,5207,18
22680,16300,18
22680,18045,16
22680,14445,16
22680,12428,15
22680,22753,14
22680,21152,14
22680,24240,13
22680,2277,12
22680,4561,12
22680,2271,11
22680,24241,11
22680,31414,11
22680,31416,11
22680,25830,11
22680,30521,10
22680,32586,10
22680,4600,10
22680,4587,10
22680,24238,10
22680,17213,9
22680,19738,9
22680,4634,9
22680,14622,9
22680,392,9
22680,31656,8
22680,10210,8
22680,30756,8
22680,23909,8
22680,30693,8
22680,14557,7
22680,10123,7
22680,20774,6
22680,20849,6
22680,3371,6
22680,4611,6
22680,24236,6
22680,21156,6
22680,10121,6
22680,30308,6
22680,14560,6
22680,31412,6
22680,3389,5
22680,25152,5
22680,10197,5
22680,27556,5
22680,923,5
22680,30755,5
22680,1416,5
22680,31557,5
22680,23349,5
22680,31528,5
22680,14573,5
22680,24244,5
22680,23923,5
22680,7691,5
22680,5444,4
22680,3358,4
22680,23471,4
22680,19524,4
22680,19733,4
22680,12452,4
22680,32130,4
22680,25826,4
22680,4568,4
22680,14520,4
22680,14571,4
22680,14562,4
22680,509,4
22680,22206,4
22680,14452,4
22680,12991,4
22680,14612,4
22680,25829,4
22680,4606,4
22680,2320,4
22680,14624,4
22680,10140,4
22904,30574,17768
22904,8717,1268
22904,11743,524
22904,27669,514
22904,7457,311
22904,11557,306
22904,18367,158
22904,22743,120
22904,13098,70
22904,23471,64
22904,5207,57
22904,27682,48
22904,13109,45
22904,9221,42
22904,7404,39
22904,16838,39
22904,22753,37
22904,923,35
22904,18045,34
22904,28751,31
22904,8768,30
22904,27661,29
22904,30521,28
22904,14821,28
22904,11035,25
22904,18326,22
22904,31133,22
22904,11590,21
22904,11305,20
22904,20318,20
22904,27684,18
22904,7654,18
22904,23040,17
22904,20849,16
22904,18919,16
22904,13108,15
22904,31140,15
22904,15169,14
22904,7423,14
22904,31505,14
22904,29038,14
22904,7658,13
22904,12499,13
22904,32586,12
22904,29037,12
22904,20774,11
22904,14764,11
22904,27656,11
22904,21989,10
22904,17213,10
22904,30573,10
22904,22330,10
22904,23349,10
22904,15424,10
22904,27696,10
22904,28768,10
22904,22689,9
22904,10932,9
22904,10934,9
22904,2690,9
22904,1416,9
22904,7417,9
22904,2104,8
22904,22034,8
22904,30672,8
22904,18292,8
22904,20731,8
22904,31557,8
22904,7668,8
22904,27683,8
22904,192,8
22904,5444,7
22904,14064,7
22904,26735,7
22904,9367,7
22904,20282,7
22904,30635,7
22904,11834,7
22904,31141,7
22904,2687,7
22904,8775,7
22904,1494,7
22904,10165,7
22904,1642,6
22904,7478,6
22904,1659,6
22904,15048,6
22904,27693,6
22904,30860,6
22904,11798,6
22904,27678,6
22904,3480,6
22904,16383,6
22904,20320,6
22904,25822,5
22904,4976,5
22904,22376,5
22904,32798,5
22904,13640,5
22904,22368,5
22911,8717,586
22911,11743,464
22911,30574,346
22911,7457,262
22911,22743,105
22911,18367,100
22911,13098,91
22911,11557,90
22911,240,78
22911,16838,61
22911,236,58
22911,21989,55
22911,13109,55
22911,22034,54
22911,5207,50
22911,7404,50
22911,923,41
22911,8768,39
22911,22753,38
22911,251,33
22911,23471,30
22911,18045,29
22911,9221,28
22911,12499,27
22911,30521,25
22911,261,23
22911,18326,22
22911,20774,21
22911,8775,21
22911,13108,20
22911,9367,19
22911,248,19
22911,272,18
22911,20318,18
22911,11590,17
22911,7423,17
22911,11035,16
22911,20849,15
22911,18919,14
22911,32586,13
22911,18292,13
22911,31505,12
22911,8774,12
22911,15169,11
22911,10197,11
22911,21111,10
22911,18318,10
22911,20279,10
22911,10932,10
22911,20282,10
22911,31133,10
22911,31140,10
22911,5090,9
22911,10210,9
22911,254,9
22911,10934,9
22911,29038,9
22911,17213,8
22911,10093,8
22911,24447,8
22911,400,8
22911,27669,8
22911,11834,8
22911,18338,8
22911,414,8
22911,29187,8
22911,25151,7
22911,5444,7
22911,26126,7
22911,30672,7
22911,25170,7
22911,1416,7
22911,32799,7
22911,11798,7
22911,3482,7
22911,12152,7
22911,14764,6
22911,31656,6
22911,17358,6
22911,13116,6
22911,237,6
22911,10939,6
22911,29316,6
22911,31141,6
22911,22009,6
22911,3480,6
22911,7451,6
22911,3392,5
22911,22352,5
22911,14064,5
22911,12948,5
22911,10094,5
22911,267,5
22911,23349,5
22911,14752,5
22911,26636,5
22911,21374,5
22911,21953,5
22911,18374,5
22911,11809,5
22917,30574,76780
22917,8717,25205
22917,7457,2827
22917,11305,1553
22917,11557,908
22917,11743,884
22917,5207,718
22917,22743,674
22917,11152,652
22917,6953,580
22917,27669,514
22917,7404,507
22917,6857,500
22917,6888,271
22917,6828,256
22917,22753,219
22917,6895,215
22917,20811,209
22917,11162,185
22917,9221,181
22917,6960,142
22917,18367,141
22917,17124,140
22917,17213,140
22917,11148,135
22917,10210,130
22917,20774,128
22917,12161,128
22917,13098,125
22917,30521,120
22917,20849,116
22917,33114,106
22917,21024,105
22917,18045,89
22917,509,81
22917,15169,79
22917,10197,79
22917,6838,75
22917,32586,72
22917,11159,72
22917,7423,66
22917,6920,64
22917,14821,63
22917,11590,62
22917,2690,60
22917,13109,58
22917,1691,57
22917,6829,57
22917,10094,55
22917,7478,54
22917,2687,54
22917,17129,51
22917,22330,51
22917,18886,50
22917,22689,50
22917,6914,46
22917,30635,45
22917,5090,44
22917,6866,44
22917,29230,43
22917,5444,42
22917,14764,40
22917,6977,39
22917,10093,39
22917,13116,38
22917,22352,37
22917,14064,37
22917,6847,35
22917,32989,34
22917,7654,34
22917,26138,33
22917,6843,33
22917,27682,32
22917,22733,32
22917,20781,31
22917,6976,31
22917,16799,30
22917,25562,30
22917,26785,29
22917,1416,29
22917,31505,29
22917,7658,29
22917,2104,28
22917,10644,28
22917,23349,28
22917,24960,27
22917,1128,26
22917,7422,26
22917,11141,26
22917,11370,25
22917,5180,25
22917,6840,24
22917,20785,24
22917,17217,24
22917,29316,24
22917,22034,23
22917,28525,23
22917,20125,23
22917,22813,23
22917,29716,23
23221,30574,3570
23221,33114,545
23221,32989,280
23221,26138,200
23221,6750,178
23221,19689,147
23221,8717,144
23221,8055,135
23221,5207,127
23221,11557,116
23221,11743,94
23221,29452,76
23221,22743,75
23221,25438,56
23221,14370,45
23221,15048,33
23221,29464,31
23221,33012,28
23221,18045,26
23221,33124,22
23221,28525,22
23221,12680,22
23221,33004,19
23221,15169,18
23221,3389,18
23221,3392,18
23221,22753,17
23221,10197,17
23221,25436,17
23221,33045,17
23221,11590,16
23221,6828,15
23221,19983,15
23221,6766,15
23221,20774,14
23221,10210,14
23221,6729,14
23221,33023,14
23221,29490,14
23221,3371,13
23221,29457,13
23221,32996,13
23221,7725,13
23221,12600,12
23221,22034,11
23221,25147,11
23221,26735,11
23221,3379,11
23221,18054,10
23221,11503,10
23221,1010,10
23221,22689,9
23221,18640,9
23221,32586,9
23221,28532,9
23221,8740,9
23221,29475,9
23221,8067,8
23221,13240,8
23221,617,8
23221,13794,8
23221,29492,8
23221,6078,8
23221,20849,7
23221,5090,7
23221,27535,7
23221,17213,7
23221,6838,7
23221,25167,7
23221,22352,7
23221,27556,7
23221,14064,7
23221,9886,7
23221,18284,7
23221,5180,7
23221,5481,7
23221,25146,7
23221,12663,7
23221,33133,7
23221,13366,7
23221,29480,7
23221,11505,6
23221,7852,6
23221,5444,6
23221,33153,6
23221,25148,6
23221,1078,6
23221,18051,6
23221,11978,6
23221,8076,6
23221,12135,6
23221,10639,6
23221,28528,6
23221,29473,6
23221,25423,6
23221,32998,6
23221,6857,5
23221,9638,5
23221,19699,5
23221,20125,5
23224,30574,1664
23224,33114,835
23224,11557,501
23224,22973,471
23224,32989,424
23224,11305,402
23224,26138,317
23224,13150,288
23224,19689,228
23224,27199,221
23224,5207,183
23224,29011,179
23224,11743,132
23224,29452,128
23224,20939,113
23224,6750,106
23224,22743,103
23224,8717,91
23224,22983,74
23224,31617,72
23224,13141,59
23224,8055,55
23224,29954,51
23224,11590,49
23224,14370,40
23224,33012,39
23224,18045,39
23224,10197,36
23224,10210,33
23224,19632,33
23224,6828,31
23224,24960,30
23224,20774,30
23224,33035,29
23224,29464,29
23224,22753,28
23224,15169,28
23224,33124,28
23224,1078,27
23224,33009,26
23224,9221,25
23224,30521,25
23224,11497,24
23224,15048,22
23224,32996,22
23224,14064,21
23224,1128,20
23224,17213,19
23224,5090,17
23224,23037,17
23224,10093,17
23224,1540,17
23224,11366,17
23224,3389,16
23224,25152,16
23224,22689,16
23224,5481,16
23224,19983,15
23224,1691,14
23224,2104,14
23224,25765,14
23224,11505,14
23224,20849,14
23224,27535,14
23224,33153,14
23224,29457,14
23224,29490,14
23224,11370,13
23224,32586,13
23224,22944,13
23224,22977,13
23224,26785,12
23224,11550,12
23224,25167,12
23224,12680,12
23224,33113,12
23224,29492,12
23224,18886,11
23224,6838,11
23224,941,11
23224,18054,11
23224,25148,11
23224,32095,11
23224,33023,11
23224,19633,11
23224,30573,10
23224,18640,10
23224,25147,10
23224,11503,10
23224,24992,10
23224,6766,10
23224,29525,10
23224,11491,9
23224,25151,9
23224,11574,9
23224,5444,9
23224,33121,9
23224,33045,9
23224,15184,9
23224,24999,8
23225,30574,2501
23225,33114,857
23225,22973,466
23225,26138,325
23225,27199,207
23225,5207,189
23225,32989,188
23225,11305,178
23225,11557,168
23225,29011,155
23225,11743,137
23225,22743,104
23225,13150,89
23225,31617,69
23225,8055,55
23225,8717,48
23225,11590,48
23225,19689,43
23225,18045,42
23225,29954,42
23225,33035,39
23225,20939,38
23225,20774,35
23225,29452,35
23225,33012,34
23225,10210,34
23225,10197,33
23225,33124,32
23225,22753,31
23225,24960,30
23225,29464,29
23225,19632,29
23225,9221,27
23225,33009,27
23225,6828,26
23225,1078,25
23225,22983,23
23225,6750,23
23225,22689,22
23225,14064,22
23225,11366,22
23225,1128,20
23225,30521,20
23225,32996,20
23225,17213,19
23225,11505,18
23225,14370,18
23225,11550,17
23225,10093,17
23225,1540,17
23225,25765,16
23225,19983,16
23225,2104,15
23225,20849,15
23225,26785,14
23225,5090,14
23225,18886,13
23225,33153,13
23225,29457,13
23225,12680,13
23225,29492,13
23225,27535,12
23225,6838,12
23225,25148,12
23225,32095,12
23225,22977,12
23225,29490,12
23225,1691,11
23225,11370,11
23225,11497,11
23225,25153,11
23225,18640,11
23225,32586,11
23225,10094,11
23225,5481,11
23225,33023,11
23225,22988,11
23225,33045,11
23225,13141,11
23225,3389,10
23225,25152,10
23225,30573,10
23225,25167,10
23225,25147,10
23225,22944,10
23225,29955,10
23225,11491,9
23225,18668,9
23225,5180,9
23225,33138,9
23225,1010,9
23225,13145,9
23225,33130,9
23225,29525,9
23225,25151,8
23225,5444,8
23225,6847,8
23225,11643,8
23225,24999,8
23225,32973,8
23419,30574,12477
23419,23471,990
23419,8717,918
23419,21689,446
23419,11557,108
23419,21773,107
23419,22743,60
23419,27095,43
23419,5207,41
23419,30521,39
23419,10891,32
23419,14552,28
23419,18045,26
23419,24526,25
23419,9221,23
23419,22753,21
23419,33966,20
23419,33968,18
23419,11590,16
23419,11929,14
23419,20849,12
23419,10644,12
23419,1922,12
23419,7457,11
23419,3389,11
23419,23504,11
23419,11928,11
23419,18130,10
23419,3392,9
23419,21685,9
23419,15169,8
23419,8055,8
23419,32586,8
23419,23502,8
23419,11930,8
23419,22689,7
23419,941,7
23419,27111,7
23419,4949,7
23419,4605,7
23419,1416,7
23419,25152,6
23419,3371,6
23419,25151,6
23419,15626,6
23419,30755,6
23419,25562,6
23419,31505,6
23419,25670,6
23419,30293,6
23419,21688,6
23419,15233,6
23419,24960,5
23419,5751,5
23419,5444,5
23419,18367,5
23419,23334,5
23419,27089,5
23419,22330,5
23419,23469,5
23419,23458,5
23419,31557,5
23419,26816,5
23419,30860,5
23419,30336,5
23419,13922,5
23419,28729,5
23419,26747,5
23419,20774,4
23419,27535,4
23419,7404,4
23419,24999,4
23419,24995,4
23419,29137,4
23419,31133,4
23419,21487,4
23419,28384,4
23419,23171,4
23419,23465,4
23419,5051,4
23419,30258,4
23419,30776,4
23419,7654,4
23419,22376,4
23419,15362,4
23419,34155,4
23419,8683,4
23419,21728,4
23419,10886,4
23419,597,4
23419,29438,4
23419,24537,4
23419,15041,4
23419,23508,4
23419,25153,3
23419,20781,3
23419,30551,3
23419,25239,3
23419,30677,3
23419,23548,3
23422,30574,3672
23422,31155,713
23422,8717,420
23422,21689,177
23422,21773,140
23422,23471,126
23422,10891,83
23422,2938,44
23422,11557,38
23422,22743,34
23422,30521,28
23422,24526,26
23422,31186,23
23422,32077,21
23422,31162,20
23422,18045,15
23422,14552,14
23422,1922,14
23422,11743,13
23422,9221,13
23422,27095,12
23422,30755,12
23422,30843,12
23422,11590,11
23422,10644,11
23422,1416,11
23422,19733,11
23422,10886,11
23422,17213,10
23422,32586,10
23422,5207,9
23422,22753,9
23422,1691,9
23422,10197,9
23422,8055,8
23422,13922,8
23422,5751,7
23422,5444,7
23422,10210,7
23422,31188,7
23422,31505,7
23422,8683,7
23422,20774,6
23422,3371,6
23422,1642,6
23422,18130,6
23422,31191,6
23422,4605,6
23422,28052,6
23422,22556,6
23422,21688,6
23422,20849,5
23422,22689,5
23422,25150,5
23422,22545,5
23422,25149,5
23422,10932,5
23422,23334,5
23422,31189,5
23422,31184,5
23422,1709,5
23422,21739,5
23422,31156,5
23422,22330,5
23422,31190,5
23422,32099,5
23422,5051,5
23422,30293,5
23422,23349,5
23422,22733,5
23422,21915,5
23422,31174,5
23422,2912,5
23422,31034,5
23422,27556,4
23422,25147,4
23422,26735,4
23422,15626,4
23422,10094,4
23422,25148,4
23422,19524,4
23422,18168,4
23422,5510,4
23422,31192,4
23422,4949,4
23422,9484,4
23422,19742,4
23422,9477,4
23422,805,4
23422,30258,4
23422,23504,4
23422,11929,4
23422,31173,4
23422,21728,4
23422,32865,4
23422,31176,4
23422,24012,4
23422,31181,4
23422,27535,3
23422,22344,3
23426,30574,12016
23426,8717,841
23426,23471,306
23426,11557,226
23426,11743,223
23426,21689,160
23426,240,85
23426,26138,59
23426,236,59
23426,18640,53
23426,24526,52
23426,22743,50
23426,10891,49
23426,251,35
23426,5207,31
23426,11590,28
23426,21773,28
23426,25630,28
23426,248,26
23426,8055,25
23426,30521,23
23426,261,23
23426,22034,21
23426,22753,20
23426,272,19
23426,18367,17
23426,1922,17
23426,32586,16
23426,18045,15
23426,10644,14
23426,5751,14
23426,15048,13
23426,9221,12
23426,25152,12
23426,4949,12
23426,20849,11
23426,21989,11
23426,923,11
23426,10886,11
23426,20774,10
23426,25151,9
23426,18326,9
23426,254,9
23426,31505,8
23426,33968,8
23426,10197,7
23426,400,7
23426,25506,7
23426,23465,7
23426,7457,6
23426,10641,6
23426,5444,6
23426,1642,6
23426,30672,6
23426,10932,6
23426,237,6
23426,1416,6
23426,15169,5
23426,25150,5
23426,25153,5
23426,8067,5
23426,25149,5
23426,24995,5
23426,250,5
23426,5565,5
23426,30258,5
23426,6022,5
23426,30860,5
23426,5776,5
23426,31430,5
23426,5747,5
23426,18664,5
23426,2104,4
23426,11497,4
23426,17213,4
23426,20781,4
23426,14064,4
23426,24996,4
23426,24999,4
23426,1078,4
23426,29141,4
23426,252,4
23426,27095,4
23426,18130,4
23426,30755,4
23426,9484,4
23426,32088,4
23426,19699,4
23426,831,4
23426,26194,4
23426,10758,4
23426,487,4
23426,15170,4
23426,8683,4
23426,18991,4
23426,823,4
23426,21688,4
23426,247,4
23426,26747,4
23426,22338,4
23522,21689,608
23522,11743,359
23522,30574,310
23522,14552,296
23522,11305,286
23522,21773,273
23522,25562,226
23522,7404,165
23522,26735,154
23522,25647,143
23522,9221,138
23522,18367,111
23522,22753,94
23522,8717,90
23522,20849,88
23522,13656,70
23522,21011,70
23522,27669,69
23522,25114,67
23522,14370,66
23522,18045,65
23522,14467,61
23522,20774,58
23522,26740,58
23522,12315,52
23522,13646,49
23522,30521,47
23522,7423,45
23522,14764,40
23522,22689,39
23522,15169,38
23522,11557,36
23522,23471,33
23522,26752,33
23522,2429,31
23522,1642,27
23522,13643,27
23522,31505,26
23522,14487,25
23522,12161,25
23522,21035,25
23522,32586,24
23522,23349,23
23522,1691,22
23522,22330,22
23522,11590,20
23522,5444,20
23522,2435,20
23522,7438,20
23522,21029,20
23522,10289,20
23522,24960,19
23522,27535,18
23522,1416,18
23522,21036,18
23522,2104,17
23522,10644,17
23522,22352,17
23522,14064,17
23522,26754,17
23522,28384,17
23522,21025,17
23522,5090,16
23522,1511,16
23522,20125,16
23522,25773,16
23522,17213,15
23522,923,15
23522,15174,15
23522,29316,15
23522,22733,15
23522,2424,15
23522,2732,15
23522,1128,14
23522,6838,14
23522,2690,14
23522,31557,14
23522,430,14
23522,5332,14
23522,5153,14
23522,7448,14
23522,25191,13
23522,10316,13
23522,22944,13
23522,28964,13
23522,21031,13
23522,6828,12
23522,11497,12
23522,22545,12
23522,26126,12
23522,11643,12
23522,1659,12
23522,7654,12
23522,24662,12
23522,26697,12
23522,7417,12
23522,2687,12
23522,3389,11
23522,25152,11
23522,13661,11
23814,30574,22252
23814,7457,1061
23814,8717,834
